セルマホ,cmavo,種類,タグ,機能語,キーワード,原文,rafsi,rafsi2,語法,文法,使用例,語源,ロジバンたんのメモ,覚え方
BAI,zu'e,標準,法制詞,"～が行動して ： zukte 法制詞, x_1",,"zukte modal, 1st place (purposed agent)           with goal-seeking actor ...",,,・読み方： ズヘ,,,,,
BAI*,cu'u ko'a,複合cmavo,法制詞,"tagged sumti: can be used for embedded: it-1 said, ""..."", with editorial unquote and insert.",,"tagged sumti: can be used for embedded: it-1 said, ""..."", with editorial unquote and insert.",,,,,,,,
BAI*,ja'enai,複合cmavo,法制詞,"～という事にはならずに ： jalge 法制詞, x_1",,"na'e jalge modal, 1st place (event causal); without result ...",,,「troci ta'i roda ja'enai lo nu snada／何をやってみても成功が無い」 ・読み方： ジャヘナイ,,,,,
BAI*,ki'u ma,複合cmavo,法制詞,sumti question asking for a rational explanation/justification; why?.,,sumti question asking for a rational explanation/justification; why?.,,,,,,,,
BAI*,ki'unai,複合cmavo,法制詞,"na'e krinu modal, 1st place; regardless of",,"na'e krinu modal, 1st place; regardless of",,,,,,,,
BAI*,la'u ma,複合cmavo,法制詞,sumti question asking for a quantity; how many?.,,sumti question asking for a quantity; how many?.,,,,,,,,
BAI*,me'e ma,複合cmavo,法制詞,sumti question asking for a name; who?; requires quoted name as an answer.,,sumti question asking for a name; who?; requires quoted name as an answer.,,,,,,,,
BAI*,mu'i ma,複合cmavo,法制詞,sumti question asking for a motive; why?.,,sumti question asking for a motive; why?.,,,,,,,,
BAI*,mu'inai,複合cmavo,法制詞,"na'e mukti modal, 1st place; regardless of motive ...",,"na'e mukti modal, 1st place; regardless of motive ...",,,"Cf. {na'e}, {mukti}.",,,,,
BAI*,ni'i ma,複合cmavo,法制詞,sumti question asking for a logical proof; why?.,,sumti question asking for a logical proof; why?.,,,,,,,,
BAI*,ni'inai,複合cmavo,法制詞,"na'e nibli modal, 1st place; regardless of logically sufficient condition ...",,"na'e nibli modal, 1st place; regardless of logically sufficient condition ...",,,"Cf. {na'e}, {nibli}.",,,,,
BAI*,pa'aku,複合cmavo,法制詞,"sumti: explicitly marks respective use as in ""THEY read THEIR (respective) books"".",,"sumti: explicitly marks respective use as in ""THEY read THEIR (respective) books"".",,,,,,,,
BAI*,pa'aseva'u,複合cmavo,法制詞,among (with a share for each),,among (with a share for each),,,,,,,,
BAI*,ra'anai,複合cmavo,法制詞,unrelated to... / regardless of...,,unrelated to... / regardless of...,,,,,,,,
BAI*,ri'a ma,複合cmavo,法制詞,sumti question asking for a physical cause; why?.,,sumti question asking for a physical cause; why?.,,,,,,,,
BAI*,ri'anai,複合cmavo,法制詞,"na'e rinka modal, 1st place (phys./mental); regardless of cause ...",,"na'e rinka modal, 1st place (phys./mental); regardless of cause ...",,,"Cf. {na'e}, {rinka}.",,,,,
BAI*,sebai,複合cmavo,法制詞,"～を強いて ： bapli 法制詞, x_2 ； 何らかの力によって強いられている者／物／事",,"bapli modal, 2nd place (forcing result)           compelling event ...",,,・読み方： セバイ,,,,,
BAI*,seba'i,複合cmavo,法制詞,"～の代わりに／～に替わって ： basti 法制詞, x_2",,"basti modal, 2nd place                            instead of ...",,,・読み方： セバヒ,,,,,
BAI*,sebau,複合cmavo,法制詞,"～（話者）の言語として ： bangu 法制詞, x_2",,"bangu modal, 2nd place (speakers)                 in language of speakers ...",,,・読み方： セバウ,,,,,
BAI*,sebe'i,複合cmavo,法制詞,"～を送受信して ： benji 法制詞, x_2",,"benji modal, 2nd place (message/cargo)            transmitting ...",,,・読み方： セベヒ,,,,,
BAI*,seca'i,複合cmavo,法制詞,"～を管轄して ： catni 法制詞, x_2 ；権力の行使対象、範囲内のもの",,"catni modal, 2nd place                            authoritatively; with authority over ...",,,・読み方： セシャヒ,,,,,
BAI*,secau,複合cmavo,法制詞,"～を欠いて／～無しで ： claxu 法制詞, x_2",,"claxu modal, 2nd place (lacking)                  without ...",,,・読み方： セシャウ,,,,,
BAI*,seci'e,複合cmavo,法制詞,"～が（体系／システム内の）関係構造となって ： ciste 法制詞, x_2",,"ciste modal, 2nd place                            with system function ...",,,・読み方： セシヘ,,,,,
BAI*,seci'o,複合cmavo,法制詞,"～を感じて ： cinmo 法制詞, x_2",,"cinmo modal, 2nd place (shows attitude)           emotionally; emoting ...",,,・読み方： セシホ,,,,,
BAI*,seci'u,複合cmavo,法制詞,"～を計測して ： ckilu 法制詞, x_2",,"ckilu modal, 2nd place used in scalar negation    on scale measuring ...",,,・読み方： セシフ,,,,,
BAI*,secu'u,複合cmavo,法制詞,"～を表現して／～と言って ： cusku 法制詞, x_2",,"cusku modal, 2nd place (saying)                   expressively; expressing ...",,,・読み方： セシュフ,,,,,
BAI*,sede'i,複合cmavo,法制詞,"～（事）の日として ： detri 法制詞, x_2",,"detri modal, 2nd place (for letters)              on the same date as ... ; label with event.",,,・読み方： セデヒ,,,,,
BAI*,sedi'o,複合cmavo,法制詞,"～を局所として ： diklo 法制詞, x_2",,"diklo modal, 2nd place                            locally; at specific locus ...",,,・読み方： セディホ,,,,,
BAI*,sedu'i,複合cmavo,法制詞,"～と同等で ： dunli 法制詞, x_2",,"dunli modal, 2nd place (same as 1st);             equal to ... [same as 1st place modal].",,,・読み方： セドゥヒ,,,,,
BAI*,sedu'o,複合cmavo,法制詞,"～ということを知って ： djuno 法制詞, x_2",,"djuno modal, 2nd place                            knowingly; knowing facts ...",,,・読み方： セドゥホ,,,,,
BAI*,sefa'e,複合cmavo,法制詞,"～と逆になって ： fatne 法制詞, x_2",,"fatne modal, 2nd place (same as 1st);             backwards; in reversal of ...",,,・読み方： セファヘ,,,,,
BAI*,sefi'e,複合cmavo,法制詞,"～を創って／著して ： finti 法制詞, x_2",,"finti modal, 2nd place                            creatively; creating work ...",,,・読み方： セフィヘ,,,,,
BAI*,sega'a,複合cmavo,法制詞,"～を観察して ： zgana 法制詞, x_2",,"zgana modal, 2nd place                            observing ...",,,・読み方： セガハ,,,,,
BAI*,segau,複合cmavo,法制詞,"～（行動）をして ： gasnu 法制詞, x_2",,"gasnu modal, 2nd place actor/agent case complement; actively; as active agent in doing ...",,,・読み方： セガウ,,,,,
BAI*,seja'e,複合cmavo,法制詞,"～を要因／前触れ／先行事件として ： jalge 法制詞, x_2",,"jalge modal, 2nd place (event causal)             results because of ...",,,・読み方： セジャヘ,,,,,
BAI*,seja'enai,複合cmavo,法制詞,"na'e jalge modal, 2nd place (event causal); results regardless of ...",,"na'e jalge modal, 2nd place (event causal); results regardless of ...",,,"Cf. {na'e}, {se}, {jalge}.",,,,,
BAI*,seja'i,複合cmavo,法制詞,"～（事）が（規則で）要されて ： javni 法制詞, x_2",,"javni modal, 2nd place                            orderly; by rule prescribing ...",,,・読み方： セジャヒ,,,,,
BAI*,seji'e,複合cmavo,法制詞,"～を抑えて／～の限度／限界となって ： jimte 法制詞, x_2",,"jimte modal, 2nd place                            limitedly; as a limit of ...",,,・読み方： セジヘ,,,,,
BAI*,seji'o,複合cmavo,法制詞,"～を制御して／～がコントロールされて ： jitro 法制詞, x_2",,"jitro modal, 2nd place                            controlledly; controlling/guiding aspects ...",,,・読み方： セジホ,,,,,
BAI*,seji'u,複合cmavo,法制詞,"～を支えて／～の基盤となって ： jicmu 法制詞, x_2",,"jicmu modal, 2nd place (from basis)               supporting ...; as a basis for ...",,,・読み方： セジフ,,,,,
BAI*,seka'a,複合cmavo,法制詞,"～を目的地として／～行きで ： klama 法制詞, x_2",,"klama modal, 2nd place                            with destination ...",,,・読み方： セカハ,,,,,
BAI*,sekai,複合cmavo,法制詞,"～を特質／特徴として ： ckaji 法制詞, x_2",,"ckaji modal, 2nd place (quality)                  characterized by ...; with property ...",,,・読み方： セカイ,,,,,
BAI*,seka'i,複合cmavo,法制詞,"～を代表して ： krati 法制詞, x_2",,"krati modal, 2nd place                            representingly; on behalf of ...",,,・読み方： セカヒ,,,,,
BAI*,sekai ma,複合cmavo,法制詞,sumti question asking for a characteristic property/quality; which?.,,sumti question asking for a characteristic property/quality; which?.,,,,,,,,
BAI*,seki'i,複合cmavo,法制詞,"～と同類で ： ckini 法制詞, x_2",,"ckini modal, 2nd place (same as 1st)              related to ...",,,・読み方： セキヒ,,,,,
BAI*,seki'u,複合cmavo,法制詞,"～を（理由によって）起こして ： krinu 法制詞, x_2",,"krinu modal, 2nd place                            reason therefore ...",,,・読み方： セキフ,,,,,
BAI*,seki'unai,複合cmavo,法制詞,"krinu modal, 2nd place                            reason nevertheless ...",,"krinu modal, 2nd place                            reason nevertheless ...",,,,,,,,
BAI*,seko'au,複合cmavo,法制詞,"kosmu modal, 2nd place: ""which is the purpose of...""",,"kosmu modal, 2nd place: ""which is the purpose of...""",,,"See {ko'au}, {kosmu}",,,,,
BAI*,sekoi,複合cmavo,法制詞,"～を境界内に／～の境界として ： korbi 法制詞, x_2",,"korbi modal, 2nd place (bounding)                 as boundary of ...",,,・読み方： セコイ,,,,,
BAI*,seku'u,複合cmavo,法制詞,"～の文化として ： kulnu 法制詞, x_2",,"kulnu modal, 2nd place (people)                   in culture of ...",,,・読み方： セクフ,,,,,
BAI*,sela'u,複合cmavo,法制詞,"～（数）を測定値として ： klani 法制詞, x_2",,"klani modal, 2nd place                            in quantity ...; measured as ...",,,・読み方： セルァフ,,,,,
BAI*,sele'a,複合cmavo,法制詞,"～のカテゴリーとして ： klesi 法制詞, x_2",,"klesi modal, 2nd place                            as a category of/within ...",,,・読み方： セルェハ,,,,,
BAI*,seli'e,複合cmavo,法制詞,"～を引率して／～の先となって ： lidne 法制詞, x_2",,"lidne modal, 2nd place                            preceding ...;leading ... ; non-time sequence.",,,・読み方： セルィヘ,,,,,
BAI*,sema'e,複合cmavo,法制詞,"～を材質として／～でできて ： marji 法制詞, x_2",,"marji modal, 2nd place                            made of material/composition ...",,,・読み方： セマヘ,,,,,
BAI*,sema'i,複合cmavo,法制詞,"～の標準／照合枠として ： manri 法制詞, x_2",,"manri modal, 2nd place (of reference)             as a reference standard for observing ...",,,・読み方： セマヒ,,,,,
BAI*,semau,複合cmavo,法制詞,"～よりも多くて ： zmadu 法制詞, x_2",,"zmadu modal, 2nd place (relative!)                more than ...; usually a sumti modifier.",,,・読み方： セマウ,,,,,
BAI*,semaunai,複合cmavo,法制詞,"zmadu modal, 2nd place (relative!)                not more than ...; usually a sumti modifier.",,"zmadu modal, 2nd place (relative!)                not more than ...; usually a sumti modifier.",,,,,,,,
BAI*,seme'a,複合cmavo,法制詞,"～よりも少なくて ： mleca 法制詞, x_2",,"mleca modal, 2nd place (relative!)                less than ...; usually a sumti modifier.",,,・読み方： セメハ,,,,,
BAI*,seme'anai,複合cmavo,法制詞,"mleca modal, 2nd place (relative!)                not less than ...; usually a sumti modifier.",,"mleca modal, 2nd place (relative!)                not less than ...; usually a sumti modifier.",,,,,,,,
BAI*,seme'e,複合cmavo,法制詞,"～の名前として ： cmene 法制詞, x_2",,"cmene modal, 2nd place (the named one)            as a name for ...",,,・読み方： セメヘ,,,,,
BAI*,semu'i,複合cmavo,法制詞,"～を（動機によって）起こして ： mukti 法制詞, x_2",,"mukti modal, 2nd place                            motive therefore ...; motivating action ...",,,・読み方： セムヒ,,,,,
BAI*,semu'inai,複合cmavo,法制詞,"mukti modal, 2nd place                            motive nevertheless ...",,"mukti modal, 2nd place                            motive nevertheless ...",,,,,,,,
BAI*,semu'u,複合cmavo,法制詞,"～の例となって ： mupli 法制詞, x_2",,"mupli modal, 2nd place                            as an example of property ...",,,・読み方： セムフ,,,,,
BAI*,seni'i,複合cmavo,法制詞,"～が（論理によって）必然で ： nibli 法制詞, x_2",,"nibli modal, 2nd place                            entails therefore ...",,,・読み方： セニヒ,,,,,
BAI*,seni'inai,複合cmavo,法制詞,"nibli modal, 2nd place                            entails nevertheless ...",,"nibli modal, 2nd place                            entails nevertheless ...",,,,,,,,
BAI*,sepa'a,複合cmavo,法制詞,"～に並行して／～と同じように ： panra 法制詞, x_2",,"panra modal, 2nd place                            similarly; similar to ...",,,「pe'i lo ckunu zo'u sepa'anai lo nu lo pru'unymume cu se lu'a zei kaizga kei se lu'o zei kaizga／松は梅が孤立的に味はゝれるものに対して群団的に観るべきものだらう」 （山頭火『行乞記（二）』） ・読み方： セパハ,,,,,
BAI*,sepa'u,複合cmavo,法制詞,"～の部分として ： pagbu 法制詞, x_2",,"pagbu modal, 2nd place (whole)                    partially; as a part of ...",,,・読み方： セパフ,,,,,
